GeneID,Experiment,Expression_Change
Zm00001d040545,Salt stress,Increases under treatment
Zm00001d025670,Salt stress,Decreases under treatment
Zm00001d046919,Salt stress,Increases under treatment
Zm00001d039565,Salt stress,Increases under treatment
Zm00001d050011,Salt stress,Decreases under treatment
Zm00001d044142,Salt stress,Increases under treatment
Zm00001d033231,Salt stress,Increases under treatment
Zm00001d039384,Salt stress,Decreases under treatment
Zm00001d025847,Salt stress,Increases under treatment
Zm00001d024973,Salt stress,Increases under treatment
Zm00001d024975,Salt stress,Increases under treatment
Zm00001d033459,Salt stress,Increases under treatment
Zm00001d003513,Salt stress,Increases under treatment
Zm00001d034027,Salt stress,Increases under treatment
Zm00001d029129,Salt stress,Increases under treatment
Zm00001d027483,Salt stress,Increases under treatment
Zm00001d043087,Salt stress,Increases under treatment
Zm00001d031203,Salt stress,Increases under treatment
Zm00001d021680,Salt stress,Increases under treatment
Zm00001d016841,Salt stress,Increases under treatment
Zm00001d051689,Salt stress,Increases under treatment
Zm00001d005790,Salt stress,Increases under treatment
Zm00001d001852,Salt stress,Increases under treatment
Zm00001d024996,Salt stress,Increases under treatment
Zm00001d042697,Salt stress,Increases under treatment
Zm00001d029886,Salt stress,Increases under treatment
Zm00001d039142,Salt stress,Increases under treatment
Zm00001d047074,Salt stress,Increases under treatment
Zm00001d013836,Salt stress,Increases under treatment
Zm00001d036281,Salt stress,Increases under treatment
Zm00001d047582,Salt stress,Increases under treatment
Zm00001d010540,Salt stress,Increases under treatment
Zm00001d005888,Salt stress,Increases under treatment
Zm00001d043183,Salt stress,Increases under treatment
Zm00001d027816,Salt stress,Decreases under treatment
Zm00001d042260,Salt stress,Decreases under treatment
Zm00001d050837,Salt stress,Increases under treatment
Zm00001d040743,Salt stress,Decreases under treatment
Zm00001d011845,Salt stress,Increases under treatment
Zm00001d027842,Salt stress,Increases under treatment
Zm00001d014600,Salt stress,Increases under treatment
Zm00001d037289,Salt stress,Increases under treatment
Zm00001d046455,Salt stress,Increases under treatment
Zm00001d019060,Salt stress,Increases under treatment
Zm00001d026095,Salt stress,Increases under treatment
Zm00001d018358,Salt stress,Increases under treatment
Zm00001d043043,Salt stress,Decreases under treatment
Zm00001d012712,Salt stress,Decreases under treatment
Zm00001d005306,Salt stress,Increases under treatment
Zm00001d027504,Salt stress,Increases under treatment
Zm00001d015205,Salt stress,Increases under treatment
Zm00001d024314,Salt stress,Increases under treatment
Zm00001d025333,Salt stress,Decreases under treatment
Zm00001d024853,Salt stress,Increases under treatment
Zm00001d035428,Salt stress,Decreases under treatment
Zm00001d007581,Salt stress,Increases under treatment
Zm00001d043795,Salt stress,Increases under treatment
Zm00001d029215,Salt stress,Decreases under treatment
Zm00001d001849,Salt stress,Increases under treatment
Zm00001d007227,Salt stress,Increases under treatment
Zm00001d039575,Salt stress,Increases under treatment
Zm00001d029223,Salt stress,Increases under treatment
Zm00001d047452,Salt stress,Decreases under treatment
Zm00001d035024,Salt stress,Decreases under treatment
Zm00001d040518,Salt stress,Increases under treatment
Zm00001d021469,Salt stress,Decreases under treatment
Zm00001d054091,Salt stress,Decreases under treatment
Zm00001d026489,Salt stress,Increases under treatment
Zm00001d003981,Salt stress,Increases under treatment
Zm00001d010422,Salt stress,Increases under treatment
Zm00001d021280,Salt stress,Decreases under treatment
Zm00001d008974,Salt stress,Increases under treatment
Zm00001d034715,Salt stress,Increases under treatment
Zm00001d032377,Salt stress,Increases under treatment
Zm00001d012378,Salt stress,Increases under treatment
Zm00001d037783,Salt stress,Decreases under treatment
Zm00001d033256,Salt stress,Increases under treatment
Zm00001d020627,Salt stress,Increases under treatment
Zm00001d024897,Salt stress,Increases under treatment
Zm00001d009497,Salt stress,Increases under treatment
Zm00001d048333,Salt stress,Increases under treatment
Zm00001d001908,Salt stress,Increases under treatment
Zm00001d026211,Salt stress,Increases under treatment
Zm00001d018037,Salt stress,Increases under treatment
Zm00001d045048,Salt stress,Decreases under treatment
Zm00001d008808,Salt stress,Increases under treatment
Zm00001d040303,Salt stress,Increases under treatment
Zm00001d021698,Salt stress,Decreases under treatment
Zm00001d031773,Salt stress,Increases under treatment
Zm00001d008173,Salt stress,Increases under treatment
Zm00001d044659,Salt stress,Increases under treatment
Zm00001d030348,Salt stress,Increases under treatment
Zm00001d042826,Salt stress,Decreases under treatment
Zm00001d051194,Salt stress,Increases under treatment
Zm00001d030850,Salt stress,Increases under treatment
Zm00001d021572,Salt stress,Increases under treatment
Zm00001d016076,Salt stress,Increases under treatment
Zm00001d033496,Salt stress,Increases under treatment
Zm00001d008869,Salt stress,Increases under treatment
Zm00001d004772,Salt stress,Increases under treatment
Zm00001d013501,Salt stress,Increases under treatment
Zm00001d005246,Salt stress,Increases under treatment
Zm00001d013611,Salt stress,Increases under treatment
Zm00001d010079,Salt stress,Decreases under treatment
Zm00001d049860,Salt stress,Increases under treatment
Zm00001d028428,Salt stress,Increases under treatment
Zm00001d039339,Salt stress,Increases under treatment
Zm00001d047235,Salt stress,Increases under treatment
Zm00001d022517,Salt stress,Increases under treatment
Zm00001d035046,Salt stress,Increases under treatment
Zm00001d029669,Salt stress,Increases under treatment
Zm00001d045888,Salt stress,Increases under treatment
Zm00001d016286,Salt stress,Increases under treatment
Zm00001d040125,Salt stress,Decreases under treatment
Zm00001d016080,Salt stress,Increases under treatment
Zm00001d007716,Salt stress,Increases under treatment
Zm00001d036280,Salt stress,Increases under treatment
Zm00001d049282,Salt stress,Increases under treatment
Zm00001d010945,Salt stress,Increases under treatment
Zm00001d032353,Salt stress,Increases under treatment
Zm00001d052104,Salt stress,Decreases under treatment
Zm00001d053404,Salt stress,Increases under treatment
Zm00001d051225,Salt stress,Increases under treatment
Zm00001d023596,Salt stress,Increases under treatment
Zm00001d025665,Salt stress,Increases under treatment
Zm00001d014744,Salt stress,Increases under treatment
Zm00001d025964,Salt stress,Increases under treatment
Zm00001d045459,Salt stress,Increases under treatment
Zm00001d036162,Salt stress,Increases under treatment
Zm00001d012159,Salt stress,Increases under treatment
Zm00001d049727,Salt stress,Increases under treatment
Zm00001d013561,Salt stress,Decreases under treatment
Zm00001d029183,Salt stress,Increases under treatment
Zm00001d013445,Salt stress,Increases under treatment
Zm00001d004348,Salt stress,Increases under treatment
Zm00001d034257,Salt stress,Increases under treatment
Zm00001d029850,Salt stress,Decreases under treatment
Zm00001d010007,Salt stress,Increases under treatment
Zm00001d026191,Salt stress,Decreases under treatment
Zm00001d024762,Salt stress,Increases under treatment
Zm00001d038514,Salt stress,Increases under treatment
Zm00001d040517,Salt stress,Increases under treatment
Zm00001d028931,Salt stress,Increases under treatment
Zm00001d011799,Salt stress,Increases under treatment
Zm00001d049201,Salt stress,Increases under treatment
Zm00001d024893,Salt stress,Increases under treatment
Zm00001d022122,Salt stress,Increases under treatment
Zm00001d039889,Salt stress,Increases under treatment
Zm00001d017682,Salt stress,Increases under treatment
Zm00001d012510,Salt stress,Increases under treatment
Zm00001d006069,Salt stress,Decreases under treatment
Zm00001d048770,Salt stress,Decreases under treatment
Zm00001d053102,Salt stress,Increases under treatment
Zm00001d029761,Salt stress,Increases under treatment
Zm00001d042905,Salt stress,Decreases under treatment
Zm00001d046888,Salt stress,Increases under treatment
Zm00001d042274,Salt stress,Increases under treatment
Zm00001d038288,Salt stress,Increases under treatment
Zm00001d018839,Salt stress,Increases under treatment
Zm00001d040101,Salt stress,Increases under treatment
Zm00001d002958,Salt stress,Increases under treatment
Zm00001d032334,Salt stress,Increases under treatment
Zm00001d032926,Salt stress,Increases under treatment
Zm00001d032148,Salt stress,Increases under treatment
Zm00001d051666,Salt stress,Increases under treatment
Zm00001d015743,Salt stress,Increases under treatment
Zm00001d033874,Salt stress,Increases under treatment
Zm00001d029885,Salt stress,Increases under treatment
Zm00001d009613,Salt stress,Increases under treatment
Zm00001d007254,Salt stress,Decreases under treatment
Zm00001d025716,Salt stress,Increases under treatment
Zm00001d005885,Salt stress,Increases under treatment
Zm00001d048639,Salt stress,Increases under treatment
Zm00001d021781,Salt stress,Decreases under treatment
Zm00001d004127,Salt stress,Decreases under treatment
Zm00001d051837,Salt stress,Decreases under treatment
Zm00001d014193,Salt stress,Increases under treatment
Zm00001d034107,Salt stress,Increases under treatment
Zm00001d036555,Salt stress,Increases under treatment
Zm00001d013635,Salt stress,Increases under treatment
Zm00001d021525,Salt stress,Increases under treatment
Zm00001d007403,Salt stress,Decreases under treatment
Zm00001d040826,Salt stress,Increases under treatment
Zm00001d031464,Salt stress,Decreases under treatment
Zm00001d033279,Salt stress,Decreases under treatment
Zm00001d008843,Salt stress,Decreases under treatment
Zm00001d013471,Salt stress,Increases under treatment
Zm00001d032215,Salt stress,Increases under treatment
Zm00001d005879,Salt stress,Decreases under treatment
Zm00001d039643,Salt stress,Increases under treatment
Zm00001d047560,Salt stress,Increases under treatment
Zm00001d002020,Salt stress,Increases under treatment
Zm00001d003463,Salt stress,Decreases under treatment
Zm00001d021899,Salt stress,Increases under treatment
Zm00001d011499,Salt stress,Increases under treatment
Zm00001d053513,Salt stress,Increases under treatment
Zm00001d014804,Salt stress,Increases under treatment
Zm00001d011477,Salt stress,Decreases under treatment
Zm00001d049107,Salt stress,Increases under treatment
Zm00001d002965,Salt stress,Increases under treatment
Zm00001d029391,Salt stress,Increases under treatment
Zm00001d012408,Salt stress,Decreases under treatment
Zm00001d022211,Salt stress,Increases under treatment
Zm00001d007603,Salt stress,Decreases under treatment
Zm00001d042319,Salt stress,Decreases under treatment
Zm00001d050893,Salt stress,Increases under treatment
Zm00001d026012,Salt stress,Decreases under treatment
Zm00001d041514,Salt stress,Increases under treatment
Zm00001d039112,Salt stress,Increases under treatment
Zm00001d029025,Salt stress,Increases under treatment
Zm00001d003676,Salt stress,Decreases under treatment
Zm00001d016850,Salt stress,Increases under treatment
Zm00001d053117,Salt stress,Increases under treatment
Zm00001d053528,Salt stress,Increases under treatment
Zm00001d035987,Salt stress,Decreases under treatment
Zm00001d028465,Salt stress,Decreases under treatment
Zm00001d027449,Salt stress,Increases under treatment
Zm00001d018122,Salt stress,Increases under treatment
Zm00001d042572,Salt stress,Increases under treatment
Zm00001d037797,Salt stress,Increases under treatment
Zm00001d022477,Salt stress,Decreases under treatment
Zm00001d002847,Salt stress,Increases under treatment
Zm00001d009082,Salt stress,Increases under treatment
Zm00001d026072,Salt stress,Increases under treatment
Zm00001d025947,Salt stress,Increases under treatment
Zm00001d020602,Salt stress,Increases under treatment
Zm00001d023905,Salt stress,Decreases under treatment
Zm00001d022210,Salt stress,Increases under treatment
Zm00001d039077,Salt stress,Increases under treatment
Zm00001d014743,Salt stress,Increases under treatment
Zm00001d047399,Salt stress,Increases under treatment
Zm00001d051842,Salt stress,Increases under treatment
Zm00001d023828,Salt stress,Increases under treatment
Zm00001d033872,Salt stress,Increases under treatment
Zm00001d020915,Salt stress,Decreases under treatment
Zm00001d007714,Salt stress,Decreases under treatment
Zm00001d051501,Salt stress,Increases under treatment
Zm00001d052261,Salt stress,Increases under treatment
Zm00001d013995,Salt stress,Decreases under treatment
Zm00001d006509,Salt stress,Increases under treatment
Zm00001d012812,Salt stress,Increases under treatment
Zm00001d031602,Salt stress,Increases under treatment
Zm00001d020530,Salt stress,Increases under treatment
Zm00001d003930,Salt stress,Increases under treatment
Zm00001d037747,Salt stress,Increases under treatment
Zm00001d017281,Salt stress,Increases under treatment
Zm00001d021632,Salt stress,Increases under treatment
Zm00001d022163,Salt stress,Increases under treatment
Zm00001d005932,Salt stress,Increases under treatment
Zm00001d008910,Salt stress,Increases under treatment
Zm00001d047995,Salt stress,Increases under treatment
Zm00001d041472,Salt stress,Increases under treatment
Zm00001d027755,Salt stress,Increases under treatment
Zm00001d013212,Salt stress,Increases under treatment
Zm00001d047993,Salt stress,Increases under treatment
Zm00001d017992,Salt stress,Increases under treatment
Zm00001d043293,Salt stress,Increases under treatment
Zm00001d044857,Salt stress,Increases under treatment
Zm00001d020925,Salt stress,Increases under treatment
Zm00001d026454,Salt stress,Increases under treatment
Zm00001d011594,Salt stress,Increases under treatment
Zm00001d023906,Salt stress,Decreases under treatment
Zm00001d014717,Salt stress,Increases under treatment
Zm00001d041031,Salt stress,Decreases under treatment
Zm00001d046578,Salt stress,Increases under treatment
Zm00001d029620,Salt stress,Increases under treatment
Zm00001d015878,Salt stress,Increases under treatment
Zm00001d035710,Salt stress,Increases under treatment
Zm00001d053059,Salt stress,Increases under treatment
Zm00001d049430,Salt stress,Decreases under treatment
Zm00001d038867,Salt stress,Increases under treatment
Zm00001d053526,Salt stress,Increases under treatment
Zm00001d006280,Salt stress,Decreases under treatment
Zm00001d004698,Salt stress,Increases under treatment
Zm00001d052946,Salt stress,Decreases under treatment
Zm00001d030921,Salt stress,Decreases under treatment
Zm00001d024065,Salt stress,Increases under treatment
Zm00001d027370,Salt stress,Increases under treatment
Zm00001d004601,Salt stress,Increases under treatment
Zm00001d033427,Salt stress,Increases under treatment
Zm00001d020023,Salt stress,Increases under treatment
Zm00001d006437,Salt stress,Increases under treatment
Zm00001d025421,Salt stress,Increases under treatment
Zm00001d049529,Salt stress,Increases under treatment
Zm00001d009961,Salt stress,Increases under treatment
Zm00001d010700,Salt stress,Increases under treatment
Zm00001d009008,Salt stress,Decreases under treatment
Zm00001d033061,Salt stress,Increases under treatment
Zm00001d012968,Salt stress,Decreases under treatment
Zm00001d033063,Salt stress,Increases under treatment
Zm00001d044093,Salt stress,Increases under treatment
Zm00001d043215,Salt stress,Increases under treatment
Zm00001d024842,Salt stress,Increases under treatment
Zm00001d016207,Salt stress,Increases under treatment
Zm00001d017308,Salt stress,Increases under treatment
Zm00001d035766,Salt stress,Decreases under treatment
Zm00001d042376,Salt stress,Increases under treatment
Zm00001d031131,Salt stress,Increases under treatment
Zm00001d051657,Salt stress,Increases under treatment
Zm00001d023319,Salt stress,Increases under treatment
Zm00001d043495,Salt stress,Increases under treatment
Zm00001d045678,Salt stress,Increases under treatment
Zm00001d043314,Salt stress,Increases under treatment
Zm00001d037851,Salt stress,Increases under treatment
Zm00001d018162,Salt stress,Increases under treatment
Zm00001d001792,Salt stress,Increases under treatment
Zm00001d004771,Salt stress,Increases under treatment
Zm00001d049433,Salt stress,Decreases under treatment
Zm00001d024669,Salt stress,Decreases under treatment
Zm00001d018856,Salt stress,Increases under treatment
Zm00001d008810,Salt stress,Increases under treatment
Zm00001d049431,Salt stress,Decreases under treatment
Zm00001d033084,Salt stress,Increases under treatment
Zm00001d024109,Salt stress,Increases under treatment
Zm00001d040149,Salt stress,Increases under treatment
Zm00001d015783,Salt stress,Decreases under treatment
Zm00001d034937,Salt stress,Increases under treatment
Zm00001d000366,Salt stress,Increases under treatment
Zm00001d046225,Salt stress,Increases under treatment
Zm00001d006056,Salt stress,Increases under treatment
Zm00001d028171,Salt stress,Increases under treatment
Zm00001d030046,Salt stress,Increases under treatment
Zm00001d049432,Salt stress,Decreases under treatment
Zm00001d037633,Salt stress,Increases under treatment
Zm00001d005454,Salt stress,Decreases under treatment
Zm00001d007349,Salt stress,Increases under treatment
Zm00001d029314,Salt stress,Increases under treatment
Zm00001d021885,Salt stress,Increases under treatment
Zm00001d027643,Salt stress,Increases under treatment
Zm00001d036532,Salt stress,Increases under treatment
Zm00001d007665,Salt stress,Increases under treatment
Zm00001d007667,Salt stress,Increases under treatment
Zm00001d050254,Salt stress,Increases under treatment
Zm00001d016208,Salt stress,Increases under treatment
Zm00001d025676,Salt stress,Increases under treatment
Zm00001d048389,Salt stress,Increases under treatment
Zm00001d000131,Salt stress,Increases under treatment
Zm00001d007675,Salt stress,Increases under treatment
Zm00001d029841,Salt stress,Increases under treatment
Zm00001d015091,Salt stress,Increases under treatment
Zm00001d048504,Salt stress,Increases under treatment
Zm00001d011382,Salt stress,Increases under treatment
Zm00001d021039,Salt stress,Increases under treatment
Zm00001d000094,Salt stress,Increases under treatment
Zm00001d024908,Salt stress,Increases under treatment
Zm00001d006134,Salt stress,Increases under treatment
Zm00001d004008,Salt stress,Increases under treatment
Zm00001d039681,Salt stress,Increases under treatment
Zm00001d003728,Salt stress,Increases under treatment
Zm00001d004362,Salt stress,Increases under treatment
Zm00001d049946,Salt stress,Increases under treatment
Zm00001d007109,Salt stress,Increases under treatment
Zm00001d026136,Salt stress,Increases under treatment
Zm00001d033780,Salt stress,Increases under treatment
Zm00001d015496,Salt stress,Increases under treatment
Zm00001d051617,Salt stress,Increases under treatment
Zm00001d030124,Salt stress,Increases under treatment
Zm00001d052657,Salt stress,Increases under treatment
Zm00001d012072,Salt stress,Increases under treatment
Zm00001d040032,Salt stress,Increases under treatment
Zm00001d012136,Salt stress,Increases under treatment
Zm00001d038891,Salt stress,Increases under treatment
Zm00001d012391,Salt stress,Increases under treatment
Zm00001d006794,Salt stress,Increases under treatment
Zm00001d001869,Salt stress,Increases under treatment
Zm00001d038198,Salt stress,Increases under treatment
Zm00001d046790,Salt stress,Increases under treatment
Zm00001d053555,Salt stress,Increases under treatment
Zm00001d038358,Salt stress,Increases under treatment
Zm00001d012131,Salt stress,Increases under treatment
Zm00001d052964,Salt stress,Increases under treatment
Zm00001d037941,Salt stress,Increases under treatment
Zm00001d021943,Salt stress,Increases under treatment
Zm00001d020043,Salt stress,Increases under treatment
Zm00001d028096,Salt stress,Increases under treatment
Zm00001d011788,Salt stress,Increases under treatment
Zm00001d012611,Salt stress,Increases under treatment
Zm00001d025973,Salt stress,Increases under treatment
Zm00001d003017,Salt stress,Increases under treatment
Zm00001d052297,Salt stress,Increases under treatment
Zm00001d027677,Salt stress,Increases under treatment
Zm00001d028642,Salt stress,Increases under treatment
Zm00001d044088,Salt stress,Increases under treatment
Zm00001d016979,Salt stress,Increases under treatment
Zm00001d029011,Salt stress,Increases under treatment
Zm00001d024310,Salt stress,Increases under treatment
Zm00001d034551,Salt stress,Increases under treatment
Zm00001d050293,Salt stress,Increases under treatment
Zm00001d050119,Salt stress,Increases under treatment
Zm00001d047403,Salt stress,Increases under treatment
Zm00001d028463,Salt stress,Increases under treatment
Zm00001d033623,Salt stress,Increases under treatment
Zm00001d053018,Salt stress,Increases under treatment
Zm00001d000143,Salt stress,Increases under treatment
Zm00001d027258,Salt stress,Increases under treatment
Zm00001d003495,Salt stress,Increases under treatment
Zm00001d024466,Salt stress,Increases under treatment
Zm00001d051504,Salt stress,Increases under treatment
Zm00001d025753,Salt stress,Increases under treatment
Zm00001d026303,Salt stress,Increases under treatment
Zm00001d032112,Salt stress,Increases under treatment
Zm00001d051415,Salt stress,Increases under treatment
Zm00001d016291,Salt stress,Increases under treatment
Zm00001d028906,Salt stress,Decreases under treatment
Zm00001d008262,Salt stress,Increases under treatment
Zm00001d044748,Salt stress,Increases under treatment
Zm00001d036715,Salt stress,Increases under treatment
Zm00001d051054,Salt stress,Increases under treatment
Zm00001d018965,Salt stress,Increases under treatment
Zm00001d036797,Salt stress,Increases under treatment
Zm00001d029525,Salt stress,Increases under treatment
Zm00001d013502,Salt stress,Increases under treatment
Zm00001d024677,Salt stress,Increases under treatment
Zm00001d004460,Salt stress,Increases under treatment
Zm00001d032618,Salt stress,Increases under treatment
Zm00001d050577,Salt stress,Increases under treatment
Zm00001d049647,Salt stress,Increases under treatment
Zm00001d052539,Salt stress,Increases under treatment
Zm00001d032045,Salt stress,Increases under treatment
Zm00001d022368,Salt stress,Increases under treatment
Zm00001d043768,Salt stress,Increases under treatment
Zm00001d018430,Salt stress,Increases under treatment
Zm00001d031878,Salt stress,Increases under treatment
Zm00001d033579,Salt stress,Increases under treatment
Zm00001d030267,Salt stress,Increases under treatment
Zm00001d008651,Salt stress,Increases under treatment
Zm00001d008983,Salt stress,Increases under treatment
Zm00001d014097,Salt stress,Increases under treatment
Zm00001d040613,Salt stress,Increases under treatment
Zm00001d026310,Salt stress,Increases under treatment
Zm00001d038064,Salt stress,Increases under treatment
Zm00001d022454,Salt stress,Increases under treatment
Zm00001d033447,Salt stress,Increases under treatment
Zm00001d023580,Salt stress,Increases under treatment
Zm00001d052334,Salt stress,Increases under treatment
Zm00001d022081,Salt stress,Increases under treatment
Zm00001d010440,Salt stress,Increases under treatment
Zm00001d011849,Salt stress,Increases under treatment
Zm00001d035119,Salt stress,Increases under treatment
Zm00001d042148,Salt stress,Increases under treatment
Zm00001d039378,Salt stress,Increases under treatment
Zm00001d038870,Salt stress,Increases under treatment
Zm00001d003248,Salt stress,Increases under treatment
Zm00001d017597,Salt stress,Increases under treatment
Zm00001d017002,Salt stress,Increases under treatment
Zm00001d018964,Salt stress,Increases under treatment
Zm00001d021528,Salt stress,Increases under treatment
Zm00001d053739,Salt stress,Increases under treatment
Zm00001d032781,Salt stress,Increases under treatment
Zm00001d044781,Salt stress,Increases under treatment
Zm00001d004357,Salt stress,Increases under treatment
Zm00001d034270,Salt stress,Increases under treatment
Zm00001d044389,Salt stress,Increases under treatment
Zm00001d035569,Salt stress,Increases under treatment
Zm00001d052137,Salt stress,Increases under treatment
Zm00001d037317,Salt stress,Increases under treatment
Zm00001d039176,Salt stress,Increases under treatment
Zm00001d024757,Salt stress,Increases under treatment
Zm00001d015686,Salt stress,Increases under treatment
Zm00001d037334,Salt stress,Increases under treatment
Zm00001d003938,Salt stress,Increases under treatment
Zm00001d019504,Salt stress,Increases under treatment
Zm00001d012381,Salt stress,Increases under treatment
Zm00001d034849,Salt stress,Increases under treatment
Zm00001d003999,Salt stress,Increases under treatment
Zm00001d002837,Salt stress,Increases under treatment
Zm00001d044502,Salt stress,Increases under treatment
Zm00001d043121,Salt stress,Increases under treatment
Zm00001d014666,Salt stress,Increases under treatment
Zm00001d018161,Salt stress,Increases under treatment
Zm00001d016401,Salt stress,Increases under treatment
Zm00001d045988,Salt stress,Increases under treatment
Zm00001d038484,Salt stress,Increases under treatment
Zm00001d037170,Salt stress,Increases under treatment
Zm00001d040029,Salt stress,Increases under treatment
Zm00001d041716,Salt stress,Increases under treatment
Zm00001d052640,Salt stress,Increases under treatment
Zm00001d027888,Salt stress,Increases under treatment
Zm00001d048950,Salt stress,Increases under treatment
Zm00001d037057,Salt stress,Increases under treatment
Zm00001d043709,Salt stress,Increases under treatment
Zm00001d045364,Salt stress,Increases under treatment
Zm00001d003099,Salt stress,Increases under treatment
Zm00001d033044,Salt stress,Increases under treatment
Zm00001d020417,Salt stress,Increases under treatment
Zm00001d012764,Salt stress,Increases under treatment
Zm00001d014953,Salt stress,Increases under treatment
Zm00001d019280,Salt stress,Increases under treatment
Zm00001d021901,Salt stress,Increases under treatment
Zm00001d048469,Salt stress,Increases under treatment
Zm00001d033607,Salt stress,Increases under treatment
Zm00001d049054,Salt stress,Increases under treatment
Zm00001d019446,Salt stress,Increases under treatment
Zm00001d028750,Salt stress,Increases under treatment
Zm00001d039754,Salt stress,Increases under treatment
Zm00001d048903,Salt stress,Increases under treatment
Zm00001d032304,Salt stress,Increases under treatment
Zm00001d050212,Salt stress,Increases under treatment
Zm00001d040619,Salt stress,Increases under treatment
Zm00001d017825,Salt stress,Increases under treatment
Zm00001d011755,Salt stress,Increases under treatment
Zm00001d048947,Salt stress,Increases under treatment
Zm00001d039621,Salt stress,Decreases under treatment
Zm00001d037687,Salt stress,Increases under treatment
Zm00001d008548,Salt stress,Increases under treatment
Zm00001d038268,Salt stress,Increases under treatment
Zm00001d003428,Salt stress,Increases under treatment
Zm00001d019399,Salt stress,Increases under treatment
Zm00001d028816,Salt stress,Increases under treatment
Zm00001d020408,Salt stress,Increases under treatment
Zm00001d044120,Salt stress,Increases under treatment
Zm00001d052961,Salt stress,Increases under treatment
Zm00001d047567,Salt stress,Increases under treatment
Zm00001d009626,Salt stress,Increases under treatment
Zm00001d028017,Salt stress,Increases under treatment
Zm00001d029699,Salt stress,Increases under treatment
Zm00001d001858,Salt stress,Increases under treatment
Zm00001d012382,Salt stress,Increases under treatment
Zm00001d043263,Salt stress,Increases under treatment
Zm00001d024960,Salt stress,Increases under treatment
Zm00001d047259,Salt stress,Increases under treatment
Zm00001d020976,Salt stress,Increases under treatment
Zm00001d049028,Salt stress,Increases under treatment
Zm00001d049561,Salt stress,Increases under treatment
Zm00001d000429,Salt stress,Increases under treatment
Zm00001d003924,Salt stress,Increases under treatment
Zm00001d033797,Salt stress,Increases under treatment
Zm00001d023873,Salt stress,Increases under treatment
Zm00001d012097,Salt stress,Increases under treatment
Zm00001d031079,Salt stress,Increases under treatment
Zm00001d025360,Salt stress,Increases under treatment
Zm00001d012041,Salt stress,Increases under treatment
Zm00001d021861,Salt stress,Increases under treatment
Zm00001d021666,Salt stress,Increases under treatment
Zm00001d052639,Salt stress,Increases under treatment
Zm00001d047981,Salt stress,Increases under treatment
Zm00001d022120,Salt stress,Increases under treatment
Zm00001d046978,Salt stress,Increases under treatment
Zm00001d015012,Salt stress,Increases under treatment
Zm00001d030683,Salt stress,Increases under treatment
Zm00001d003505,Salt stress,Increases under treatment
Zm00001d008241,Salt stress,Increases under treatment
Zm00001d011968,Salt stress,Increases under treatment
Zm00001d053648,Salt stress,Increases under treatment
Zm00001d015310,Salt stress,Increases under treatment
Zm00001d037868,Salt stress,Increases under treatment
Zm00001d025566,Salt stress,Increases under treatment
Zm00001d025520,Salt stress,Increases under treatment
Zm00001d044109,Salt stress,Increases under treatment
Zm00001d002439,Salt stress,Increases under treatment
Zm00001d003422,Salt stress,Increases under treatment
Zm00001d025055,Salt stress,Increases under treatment
Zm00001d017380,Salt stress,Decreases under treatment
Zm00001d006476,Salt stress,Increases under treatment
Zm00001d007420,Salt stress,Increases under treatment
Zm00001d022468,Salt stress,Increases under treatment
Zm00001d021576,Salt stress,Increases under treatment
Zm00001d027695,Salt stress,Increases under treatment
Zm00001d033782,Salt stress,Increases under treatment
Zm00001d053234,Salt stress,Increases under treatment
Zm00001d025724,Salt stress,Increases under treatment
Zm00001d034967,Salt stress,Increases under treatment
Zm00001d008449,Salt stress,Increases under treatment
Zm00001d004908,Salt stress,Increases under treatment
Zm00001d008528,Salt stress,Increases under treatment
Zm00001d019222,Salt stress,Increases under treatment
Zm00001d032138,Salt stress,Increases under treatment
Zm00001d017453,Salt stress,Increases under treatment
Zm00001d028953,Salt stress,Increases under treatment
Zm00001d025533,Salt stress,Increases under treatment
Zm00001d002584,Salt stress,Increases under treatment
Zm00001d044421,Salt stress,Increases under treatment
Zm00001d016098,Salt stress,Increases under treatment
Zm00001d024753,Salt stress,Increases under treatment
Zm00001d027740,Salt stress,Increases under treatment
Zm00001d020620,Salt stress,Increases under treatment
Zm00001d025229,Salt stress,Increases under treatment
Zm00001d003451,Salt stress,Increases under treatment
Zm00001d047736,Salt stress,Increases under treatment
Zm00001d037894,Salt stress,Increases under treatment
Zm00001d044918,Salt stress,Increases under treatment
Zm00001d046281,Salt stress,Increases under treatment
Zm00001d013384,Salt stress,Increases under treatment
Zm00001d023664,Salt stress,Increases under treatment
Zm00001d002436,Salt stress,Increases under treatment
Zm00001d031736,Salt stress,Increases under treatment
Zm00001d026670,Salt stress,Increases under treatment
Zm00001d029835,Salt stress,Increases under treatment
Zm00001d037738,Salt stress,Increases under treatment
Zm00001d037072,Salt stress,Increases under treatment
Zm00001d017991,Salt stress,Increases under treatment
Zm00001d021059,Salt stress,Increases under treatment
Zm00001d037716,Salt stress,Increases under treatment
Zm00001d039880,Salt stress,Increases under treatment
Zm00001d004301,Salt stress,Increases under treatment
Zm00001d040581,Salt stress,Increases under treatment
Zm00001d020443,Salt stress,Increases under treatment
Zm00001d040837,Salt stress,Increases under treatment
Zm00001d044730,Salt stress,Increases under treatment
Zm00001d044529,Salt stress,Increases under treatment
Zm00001d038841,Salt stress,Increases under treatment
Zm00001d007578,Salt stress,Increases under treatment
Zm00001d003524,Salt stress,Increases under treatment
Zm00001d053266,Salt stress,Increases under treatment
